species,country,spp_abbrev,common_name,area,x
Lasiurus borealis,Canada,LABOR,Eastern Red Bat,706452945784.821,"list(c(-78.1056422379569, -75.7, -84.748219, -93.65, -104.616667, -99.4855955595145, -97.2287200000048, -95.159069509172, -95.1560899999999, -94.81758, -94.64, -94.3291400000001, -93.63087, -92.61, -91.64, -90.83, -89.6, -89.2729174466367, -88.3781141832867, -87.4397926233002, -86.4619908312283, -85.6523632474034, -84.8760798815149, -84.7792382473999, -84.5437487454459, -84.6049, -84.3367, -84.1421195136734, -84.0918512641615, -83.8907653470058, -83.6161309475906, -83.4695507473946, -83.5928507148431, 
-82.5509246487582, -82.3377631254311, -82.1376423815039, -82.43, -82.9, -83.12, -83.135573111755, -82.683333, -81.362814463469, -81.2777465481672, -81.1988170803016, -79.09511, -78.9250205433154, -79.01, -79.1716735501119, -78.7202799140424, -78.1056422379569, 43.6285560707005, 45.416667, 49.267824, 52.833333, 50.45, 49.0115946563811, 49.0007, 49, 49.38425, 49.38905, 48.84, 48.67074, 48.60926, 48.45, 48.14, 48.27, 48.01, 48.0198082545827, 48.3029175888937, 47.94, 47.553338019392, 47.2202188177305, 
46.9000833196824, 46.637101955749, 46.5386841904491, 46.4396, 46.40877, 46.5122258571157, 46.2754186061382, 46.1169269882991, 46.1169269882991, 45.9946863877126, 45.8168936224124, 45.3475165879054, 44.44, 43.5710875514399, 42.98, 42.4300000000001, 42.08, 42.0061906546198, 41.75, 42.1706211673754, 42.2090259873069, 42.2214211946437, 42.8454299990593, 42.9820961117178, 43.2700000000001, 43.4663394231842, 43.6250894231849, 43.6285560707005))"
Myotis californicus,Canada,MYCAL,Californian Myotis,78174124706.3663,"list(c(-122.196860196846, -119.46556, -117.5, -120.066111, -122.995278, -122.748423859548, -122.196860196846, 49.0061056123249, 49.029389, 51.283333, 51.841944, 50.099444, 49.0010877232698, 49.0061056123249))"
Myotis austroriparius,Canada,MYAUS,Southeastern Myotis,0,"c(-83.9626, 46.41163)"
Myotis volans,Canada,MYVOL,Long-legged Myotis,193613173456.889,"list(c(-115.8, -127.668010071287, -127.667997833234, -122.264439, -115.8, 49.483333, 55.5821983519461, 55.2496945070223, 49.006408, 49.483333))"
Myotis melanorhinus,Canada,MYMEL,Dark-nosed Small-footed Myotis,0,"c(-119.46556, 49.029389)"
Nycticeius humeralis,Canada,NYHUM,Evening Bat,0,"c(-82.533333, 41.95)"
Macrotus waterhousii,Canada,MAWAT,Waterhouse's Leaf-nosed Bat,0,"c(-113.8, -106.538069, 52.266667, 52.364092)"
Promops centralis,Mexico,PRCEN,Big Crested Mastiff Bat,431796954117.111,"list(c(-97.2720787932594, -104.498667557494, -104.515406, -101.936028759076, -101.9185280017, -101.907158650176, -99.796669, -92.449391, -88.0936, -89.2872759702519, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.2720787932594, 20.9579218075891, 20.295944572798, 
19.1331, 17.917980857072, 17.916090196194, 17.9040863512297, 16.871111, 16.7432, 21.3548, 21.3313788584268, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 20.9579218075891))"
Glossophaga soricina,Mexico,GLSOR,Pallas's Long-tongued Bat,1708871684706.83,"list(c(-97.5299999999999, -98.24, -99.0199999999999, -99.3, -99.4916030745215, -99.699699, -110.749852552794, -111.02361, -113.30498, -113.414893995363, -115.533937, -114.778468787926, -114.776451178835, -114.205736660604, -113.871881069782, -113.148669399857, -113.163810594519, -112.809594489374, -112.271823696729, -112.22823462609, -111.759606899852, -111.178918830188, -110.641018846462, -110.391731737086, -109.801457689232, -109.291643846456, -109.444089321717, -109.260198737407, -108.401904873471, 
-107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.713755542757, -104.978770051519, -104.966451711434, -104.683333, -103.766667, -102.352394084669, -102.175624313203, -101.9185280017, -101.75385310982, -100.15361, -99.8978909032149, -99.230126943386, -98.9476757474565, -98.6204812475168, -96.5511418675411, -96.519501457466, -96.0533821276533, -95.250227016973, -94.6916564603301, 
-93.8751688301185, -93.3594638740618, -92.636244273176, -92.293892, -92.10848979294, -92.087215949252, -92.2292486234063, -91.747960171256, -90.8846889950822, -90.4689237721962, -90.6008467272409, -90.7118218655876, -91.0816700915006, -91.4539212715151, -91.0022692532842, -91.001519945016, -90.0679335192309, -89.1430804105033, -89.1509093899955, -89.0298573473518, -88.8483438789266, -88.4901228502793, -88.3000310940936, -88.0906640286632, -88.023333960953, -87.7331625792305, -87.4443194905054, -87.6210544502107, 
-87.3832911852359, -87.0045433044727, -86.936903, -87.9841081317604, -88.5438663398629, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, -97.5280724759666, -97.1400083076707, 
-97.5299999999999, 25.8400000000001, 26.0600000000001, 26.3700000000001, 26.84, 27.4501596119985, 27.54494, 31.3375340397326, 31.33472, 32.0391400000001, 32.0753095284593, 32.614329, 31.7944430742524, 31.7995321721611, 31.5240451116131, 31.5676083440352, 31.1709658879789, 30.7868808049694, 30.0211135930523, 29.2668443873201, 28.9544086776835, 28.4679525823039, 27.9412405461691, 27.8598760035255, 27.1621149765045, 26.6761756454479, 26.4429340682984, 25.8248839380877, 25.5806094426441, 25.1723139511059, 
24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 20.4392824670749, 19.3991897663824, 19.3851184751179, 19.216667, 18.713885, 18.0278332556853, 17.943703657772, 17.916090196194, 17.7420024521855, 16.964445, 16.8499063332964, 16.6191725696156, 16.5660434025688, 16.4061674490935, 15.6666405107324, 15.6609767470591, 15.7520879175396, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 
14.9293300107089, 14.861389, 15.0216296594548, 15.0645846623285, 15.2514466414959, 16.0665648462518, 16.0694227990782, 16.4213795469123, 16.4707778996388, 16.6874830184548, 16.9184766707995, 17.2521772323242, 17.2546577010743, 17.8175949162457, 17.8193260767275, 17.8083189966494, 17.9554676376004, 18.0015113387726, 17.8831981470403, 18.4868305526417, 18.49998220466, 18.516647854074, 18.4485330071268, 18.6840156098725, 19.4795665625924, 19.6465530461359, 20.2554047713987, 20.6750343869161, 20.857178, 
21.4722008486976, 21.4936754419766, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 24.2723430445267, 24.9921440699203, 25.8699974634784, 25.8400000000001))"
Molossus alvarezi,Mexico,MOALV,Alvarez&apos;s Mastiff Bat,0,"c(-88.0936, 21.3548)"
Dermanura phaeotis,Mexico,DEPHA,NA,900841318930.997,"list(c(-97.7707640725515, -106.430374871744, -106.893114557937, -106.759302498548, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.507225418988, -105.184355908768, -105.020621165461, -104.978770051519, -104.874127297034, -103.71920836488, -102.074756270164, -101.9185280017, -101.811323691734, -101.622655997599, -97.8017289895827, -97.2194878222977, -95.9952525562894, -95.250227016973, -94.6916564603301, -93.8751688301185, 
-93.3594638740618, -92.5610658649909, -92.3746521670406, -92.0968102780522, -92.087215949252, -92.2292486234063, -91.747960171256, -90.896125653084, -90.4757968862545, -90.6008467272409, -90.7118218655876, -91.0816700915006, -91.4539212715151, -91.0022692532842, -91.001519945016, -90.0679335192309, -89.1430804105033, -89.1509093899955, -89.0298573473518, -88.8483438789266, -88.4901228502793, -88.3000310940936, -88.0906640286632, -88.0238097460509, -87.7331625792305, -87.4950684868422, -87.4367504544418, 
-87.6210544502107, -87.3832911852359, -86.9296248631092, -86.883345, -86.842869832742, -88.4007509264632, -88.5438663398629, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7707640725515, 
23.0302297631018, 23.9443204113252, 23.9217574293397, 23.5992192839229, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 20.4997772015295, 19.6773709238825, 19.436517854058, 19.3991897663824, 19.3133171990689, 18.7326358356552, 17.9329112200889, 17.916090196194, 17.8028123714037, 17.709303029381, 16.2604965272712, 16.0932844509216, 15.779465021358, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 14.8576221929456, 
14.8058614994295, 15.0452146969154, 15.0645846623285, 15.2514466414959, 16.0665648462518, 16.0694075494812, 16.4239558309156, 16.4707778996388, 16.6874830184548, 16.9184766707995, 17.2521772323242, 17.2546577010743, 17.8175949162457, 17.8193260767275, 17.8083189966494, 17.9554676376004, 18.0015113387726, 17.8831981470403, 18.4868305526417, 18.49998220466, 18.516647854074, 18.4490146111145, 18.6840156098725, 19.3044135850393, 19.4724034693123, 19.6465530461359, 20.2554047713987, 20.7576697051013, 
20.875335, 21.176680593537, 21.4883628885904, 21.4936754419766, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 23.0302297631018))"
Rhogeessa aeneus,Mexico,RHAEN,Yucatan Yellow Bat,94107514835.7711,"list(c(-90.823775667693, -90.9832406261039, -90.066667, -89.4412577838574, -88.0347089764989, -86.842869832742, -87.7276043556978, -88.5438663398629, -89.1567974597526, -89.6568675220737, -90.1816781004766, -90.5073588836917, -90.5335898506131, -90.7718698799109, -90.823775667693, 19.2509783682863, 18.8006698054041, 18.25, 18.0151547039589, 19.6148423752543, 21.176680593537, 21.4617355928702, 21.4936754419766, 21.3601273616281, 21.2403855666792, 21.0375581680883, 20.1367788991655, 19.8674181177513, 
19.2841203882568, 19.2509783682863))"
Artibeus lituratus,Mexico,ARLIT,Great Fruit-eating Bat,1003047478734.21,"list(c(-97.7393341045108, -108.514089, -108.040273274029, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.597183695746, -105.073059, -105.021854350808, -104.640583, -103.766667, -102.098898854252, -101.9185280017, -101.80498121073, -101.622655997599, -101.470430232414, -97.3628288580004, -96.1655995073483, -96.0533821276533, -95.250227016973, -94.6916564603301, -93.8751688301185, 
-93.3594638740618, -92.6526748569047, -92.293892, -92.153444, -92.0882425317875, -92.087215949252, -92.2292486234063, -91.747960171256, -91.0925373388443, -90.6313281690905, -90.7118218655876, -91.0816700915006, -91.4539212715151, -91.0022692532842, -91.001519945016, -90.0679335192309, -89.3336425937055, -88.996425, -88.1831744050527, -87.4290462971806, -87.3832911852359, -87.1118277310198, -86.896048, -86.883345, -88.8406336930585, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, 
-90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7393341045108, 23.6088129666121, 25.496169, 24.7096286249478, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 
20.4734633690139, 19.526671, 19.4758189956926, 19.177083, 18.713885, 17.9354992268996, 17.916090196194, 17.7961042139481, 17.709303029381, 17.6451396282409, 15.9838454779117, 15.7302508633347, 15.7520879175396, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 14.9449924537887, 14.861389, 14.996106, 15.0625122850975, 15.0645846623285, 15.2514466414959, 16.0665648462518, 16.0690508958549, 16.530354533315, 16.6874830184548, 16.9184766707995, 17.2521772323242, 17.2546577010743, 
17.8175949162457, 17.8193260767275, 17.8109427251324, 18.139415, 19.1339934763751, 20.1386277447706, 20.2554047713987, 20.5564861091929, 20.839098, 20.875335, 21.4293234474276, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 
22.9325798609277, 23.6088129666121))"
Carollia perspicillata,Mexico,CAPER,Seba's Short-tailed Bat,1282863409605.33,"list(c(-97.5299999999999, -98.24, -99.0199999999999, -99.2518049284095, -108.261669, -103.964334, -99.919280540999, -95.7238864908522, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.3594638740618, -92.9168164501114, -92.153444, -92.0874727974238, -92.2292486234063, -91.747960171256, -91.1177957523472, -90.6437643548097, -90.7118218655876, -91.0816700915006, -91.4539212715151, -91.0022692532842, -91.001519945016, -90.0679335192309, -89.4002900418161, -88.790563, -88.1831744050527, -87.4112192578563, 
-87.3832911852359, -87.240925017249, -87.004364, -86.842869832742, -87.4561969171722, -87.6584165107577, -88.5438663398629, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, 
-97.5280724759666, -97.1400083076707, -97.5299999999999, 25.8400000000001, 26.0600000000001, 26.3700000000001, 26.7594154486081, 29.881328, 19.026593, 16.8924041821647, 15.9069671242006, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 15.1963086541821, 14.996106, 15.0649229562966, 15.2514466414959, 16.0665648462518, 16.0689920341954, 16.5546495068732, 16.6874830184548, 16.9184766707995, 17.2521772323242, 17.2546577010743, 17.8175949162457, 17.8193260767275, 17.8118167701059, 
18.419107, 19.1339934763751, 20.1841484652837, 20.2554047713987, 20.4135029476328, 20.730701, 21.176680593537, 21.4873385099318, 21.458845526612, 21.4936754419766, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 
24.2723430445267, 24.9921440699203, 25.8699974634784, 25.8400000000001))"
Artibeus jamaicensis,Mexico,ARJAM,Jamaican Fruit-eating Bat,1181915309109.1,"list(c(-97.6448373270938, -109, -109.173211, -108.79803300085, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.659240209701, -105.184355908768, -105.020621165461, -104.978770051519, -104.874127297034, -103.766667, -102.128512941726, -101.9185280017, -101.782401168356, -99.8978909032149, -99.2351664515743, -98.9476757474565, -98.6091295000404, -97.4, -96.1371241351837, 
-96.0533821276533, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.3594638740618, -92.7922201612703, -92.1615925114826, -92.1325096375113, -92.087215949252, -92.2292486234063, -91.747960171256, -90.8616134017124, -90.4550093377024, -90.6008467272409, -90.7118218655876, -91.0816700915006, -91.4539212715151, -91.0022692532842, -91.001519945016, -90.0679335192309, -89.1430804105033, -89.1509093899955, -89.0298573473518, -88.8483438789266, -88.4901228502793, -88.3000310940936, -88.0906640286632, 
-88.0223682097918, -87.7331625792305, -87.4950684868422, -87.4367504544418, -87.6210544502107, -87.3832911852359, -86.9296248631092, -86.883345, -86.842869832742, -87.6567800680701, -87.6584165107577, -88.5438663398629, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, 
-97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, -97.6448373270938, 24.5124660876247, 27.05, 25.919848, 25.3617160786464, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 20.4552788758869, 19.6773709238825, 19.436517854058, 19.3991897663824, 19.3133171990689, 18.713885, 17.9386695876886, 17.916090196194, 17.7722165661507, 16.8499063332964, 
16.6201167749734, 16.5660434025688, 16.4006068316838, 15.97, 15.7357979346385, 15.7520879175396, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 15.077874214185, 14.9477988865525, 14.9731069208302, 15.0645846623285, 15.2514466414959, 16.0665648462518, 16.0694517194236, 16.4161630357517, 16.4707778996388, 16.6874830184548, 16.9184766707995, 17.2521772323242, 17.2546577010743, 17.8175949162457, 17.8193260767275, 17.8083189966494, 17.9554676376004, 18.0015113387726, 17.8831981470403, 
18.4868305526417, 18.49998220466, 18.516647854074, 18.4475554327997, 18.6840156098725, 19.3044135850393, 19.4724034693123, 19.6465530461359, 20.2554047713987, 20.7576697051013, 20.875335, 21.176680593537, 21.4590771238344, 21.458845526612, 21.4936754419766, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 
20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 24.2723430445267, 24.5124660876247))"
